"units","brand","flavor","grain","promo","ad","volume","price"
10,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",1,"NONE",1.03,2.5
5,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"A",1.03,3.79
1,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"NONE",1.03,3.99
20,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",1,"NONE",1.03,2.5
26,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",1,"NONE",1.03,2.5
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,3.15
9,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"A",1,2
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,3.83
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,4.19
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1,2.79
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1,2.5
4,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,3.69
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,4.29
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,4.25
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,3.79
9,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,2.39
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,4.99
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"B",1,4.69
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,2
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,4.39
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"A",1,3.99
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1,2.99
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.27,4.69
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.27,3.99
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.27,4.19
9,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.69,3.99
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.69,3.21
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.69,2.79
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.69,3.79
12,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.69,3.78
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.69,3.99
12,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.94,2.33
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,4.19
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,3.67
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,4.69
10,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"B",0.94,2.99
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.94,3
10,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,4.19
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,4.65
13,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,2.59
22,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"B",0.94,2.5
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,4.69
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,3.55
10,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,3.51
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,3.89
28,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.94,2.28
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.94,2.67
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,4.79
2,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"B",1.5,3.44
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"B",1.5,3.29
12,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"B",1.09,4.89
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.09,4.19
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.09,4.79
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"B",1.09,2.5
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.09,3.69
1,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.09,4.29
16,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"B",1.09,2.5
1,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"A",1.09,2
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.09,3.88
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.09,3.59
3,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",1.44,3.23
2,"KELLOGGS CORN POPS","REGULAR","CORN",1,"A",1.44,2.88
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.44,3
2,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",0.05,0.5
23,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.06,0.33
4,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.06,0.5
9,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.06,0.55
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.08,0.5
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.06,0.54
10,"KELLOGGS APPLE JACKS","APPLE CINNAMON","MULTI GRAIN",0,"NONE",0.06,0.33
13,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.08,0.47
28,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.08,0.33
1,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.18
12,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",1,"B",0.95,2.5
1,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.59
2,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.69
6,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.89
6,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",1,"NONE",0.95,3.99
5,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.99
4,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.09
1,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.79
8,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.39
6,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",1,"NONE",0.95,2.67
3,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.49
5,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.18
3,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.17
1,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.15
12,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.29
10,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",1,"NONE",0.95,3
6,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"A",0.95,3.99
2,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.22
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",1.94,3
10,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.94,3.19
4,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,3.26
2,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.49
2,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.51
1,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.29
3,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.58
15,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,2.5
1,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,3.99
2,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,3.94
11,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,5.19
6,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,2.5
2,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.59
23,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"B",0.95,2
6,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.05
6,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"A",0.95,2.5
1,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.15
4,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,3.34
8,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,3.54
3,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,3.99
19,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,3
2,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.39
3,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.58
6,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,3.26
3,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,3.89
4,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.19
5,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.27
4,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"A",0.95,3.99
7,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.32
2,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.39
3,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,3.79
7,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,3.91
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,5.19
17,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.69
3,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.99
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"NONE",1.12,3.34
10,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"NONE",1.12,2.48
2,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,3.99
16,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,3.39
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,5.25
6,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.49
6,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"A",1.12,4.99
23,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"B",1.12,3.99
6,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.49
13,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"B",1.12,5.25
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"NONE",1.12,3.5
2,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,5.19
27,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.25
6,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,3.89
3,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,5.19
1,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.14
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,3.61
5,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,3.28
21,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"B",1.12,3.06
4,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.14
3,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.05
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"A",1.12,3.61
5,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"B",1.12,3.99
4,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,5.19
13,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.19
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.56,4.59
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.56,4.39
8,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.56,4.99
7,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.56,3.28
12,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"B",0.16,1.06
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",0.16,1.25
25,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,1.98
4,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,4.49
16,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"A",1.12,3.04
28,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"B",1.12,2.89
9,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.89
11,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.59
16,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"B",1.12,3.32
19,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,4.39
6,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.99
13,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"A",1.12,4.59
21,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1.12,3.49
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,4.69
20,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.59
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,4.15
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.59
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,4.29
4,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.59
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.55
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,4.15
13,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.38
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.79
22,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,2.99
24,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"A",1.12,4.59
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"B",1.12,3
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,2.88
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.77
15,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.24
10,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.36
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.29
8,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"A",1.5,5.29
23,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,3.93
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.35
6,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.29
12,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,3.25
11,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,3.99
5,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,3.19
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.44
17,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1.5,2.66
22,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,5.19
13,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.39
5,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,3.33
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1.5,4.5
11,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,5.29
19,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1.5,3.03
9,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.55
10,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.29
12,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.58
10,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,5.39
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.18
12,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"A",1.5,3.95
23,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,3.79
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.99
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,4.85
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.87
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,4.85
24,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"A",0.88,1.88
11,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.88,2.99
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.26
13,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"B",0.88,3.15
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,2.99
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.99
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.49
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,2.95
9,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,2.89
10,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.88,3.12
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.29
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.88,3.99
14,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.55
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.69
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,4.59
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.49
9,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.88,2.69
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.88,2.23
20,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.88,2
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,2.69
17,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,2.77
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.11
1,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.99
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3
9,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.43
12,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"A",1.06,2.92
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.99
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.1
14,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.89
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.39
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,4.39
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",1.06,3.79
20,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.06,3.07
17,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.06,3.39
11,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,4.19
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",1.06,3.99
16,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,4.69
9,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.06,3.59
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",1.06,2.99
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,4.49
17,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.06,2.5
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,4.69
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.06,4.19
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,5.19
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.63
17,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.49
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.06,3
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"B",1.06,3.99
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,4.29
14,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.06,2.49
14,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,4.13
13,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.19
